x1,y1,z1,x2,y2,z2
0.0196264958999999989,0.035969960799999999,-0.300615232499999996,-0.230373504099999987,0.285969960799999978,0.0529381581000000004
1.0196264959000001,0.035969960799999999,-0.300615232499999996,0.769626495899999985,0.285969960799999978,0.0529381581000000004
-0.980373504100000015,0.035969960799999999,-0.300615232499999996,-1.2303735040999999,0.285969960799999978,0.0529381581000000004
0.0196264958999999989,1.03596996079999992,-0.300615232499999996,-0.230373504099999987,1.28596996079999992,0.0529381581000000004
0.0196264958999999989,-0.964030039199999966,-0.300615232499999996,-0.230373504099999987,-0.714030039200000077,0.0529381581000000004
0.519626495899999985,0.535969960800000034,-1.00772201368654746,0.269626495899999985,0.785969960799999923,-0.654168623086547441
-0.480373504100000015,-0.464030039200000022,0.406491548686547466,-0.730373504100000015,-0.214030039200000022,0.760044939286547483
-0.480373504100000015,0.535969960800000034,-1.00772201368654746,-0.730373504100000015,0.785969960799999923,-0.654168623086547441
0.519626495899999985,-0.464030039200000022,0.406491548686547466,0.269626495899999985,-0.214030039200000022,0.760044939286547483
0.519626495899999985,-0.464030039200000022,-1.00772201368654746,0.269626495899999985,-0.214030039200000022,-0.654168623086547441
-0.480373504100000015,0.535969960800000034,0.406491548686547466,-0.730373504100000015,0.785969960799999923,0.760044939286547483
-0.480373504100000015,-0.464030039200000022,-1.00772201368654746,-0.730373504100000015,-0.214030039200000022,-0.654168623086547441
0.519626495899999985,0.535969960800000034,0.406491548686547466,0.269626495899999985,0.785969960799999923,0.760044939286547483
0.0196264958999999989,0.035969960799999999,-1.71482879487309492,-0.230373504099999987,0.285969960799999978,-1.36127540427309501
0.0196264958999999989,0.035969960799999999,1.11359832987309493,-0.230373504099999987,0.285969960799999978,1.46715172047309483
1.0196264959000001,1.03596996079999992,-0.300615232499999996,0.769626495899999985,1.28596996079999992,0.0529381581000000004
-0.980373504100000015,-0.964030039199999966,-0.300615232499999996,-1.2303735040999999,-0.714030039200000077,0.0529381581000000004
1.0196264959000001,-0.964030039199999966,-0.300615232499999996,0.769626495899999985,-0.714030039200000077,0.0529381581000000004
-0.980373504100000015,1.03596996079999992,-0.300615232499999996,-1.2303735040999999,1.28596996079999992,0.0529381581000000004

